InvoiceNo,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537240,3,06/12/10 10:08,3.36,,United Kingdom
537240,3,06/12/10 10:08,0.85,,United Kingdom
537240,4,06/12/10 10:08,0.85,,United Kingdom
537240,2,06/12/10 10:08,0.85,,United Kingdom
537240,15,06/12/10 10:08,0.81,,United Kingdom
537240,7,06/12/10 10:08,3.36,,United Kingdom
537240,3,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,16.98,,United Kingdom
537240,1,06/12/10 10:08,5.91,,United Kingdom
537240,2,06/12/10 10:08,3.36,,United Kingdom
537240,6,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,5.91,,United Kingdom
537240,4,06/12/10 10:08,2.51,,United Kingdom
537240,5,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,11,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,3.36,,United Kingdom
537240,2,06/12/10 10:08,8.47,,United Kingdom
537240,2,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,6,06/12/10 10:08,1.28,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,5.91,,United Kingdom
537240,1,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,3.36,,United Kingdom
537240,2,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,5.06,,United Kingdom
537240,2,06/12/10 10:08,5.06,,United Kingdom
537240,4,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,5.91,,United Kingdom
537240,2,06/12/10 10:08,5.91,,United Kingdom
537240,2,06/12/10 10:08,5.91,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,4.21,,United Kingdom
537240,9,06/12/10 10:08,1.28,,United Kingdom
537240,4,06/12/10 10:08,1.28,,United Kingdom
537240,4,06/12/10 10:08,1.28,,United Kingdom
537240,2,06/12/10 10:08,1.28,,United Kingdom
537240,1,06/12/10 10:08,1.28,,United Kingdom
537240,1,06/12/10 10:08,3.36,,United Kingdom
537240,3,06/12/10 10:08,1.66,,United Kingdom
537240,1,06/12/10 10:08,5.06,,United Kingdom
537240,6,06/12/10 10:08,1.66,,United Kingdom
537240,11,06/12/10 10:08,1.66,,United Kingdom
537240,1,06/12/10 10:08,6.77,,United Kingdom
537240,4,06/12/10 10:08,1.28,,United Kingdom
537240,2,06/12/10 10:08,8.47,,United Kingdom
537240,6,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,2,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,20.38,,United Kingdom
537240,10,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,4,06/12/10 10:08,2.51,,United Kingdom
537240,2,06/12/10 10:08,0.84,,United Kingdom
537240,2,06/12/10 10:08,2.51,,United Kingdom
537240,4,06/12/10 10:08,5.91,,United Kingdom
537240,2,06/12/10 10:08,3.36,,United Kingdom
537240,5,06/12/10 10:08,1.66,,United Kingdom
537240,3,06/12/10 10:08,3.36,,United Kingdom
537240,2,06/12/10 10:08,1.66,,United Kingdom
537240,10,06/12/10 10:08,1.66,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,18.68,,United Kingdom
537240,1,06/12/10 10:08,8.47,,United Kingdom
537240,2,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,5.91,,United Kingdom
537240,4,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,14.43,,United Kingdom
537240,1,06/12/10 10:08,14.43,,United Kingdom
537240,1,06/12/10 10:08,14.43,,United Kingdom
537240,1,06/12/10 10:08,14.43,,United Kingdom
537240,2,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,8.47,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,6,06/12/10 10:08,2.82,,United Kingdom
537240,3,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,8.47,,United Kingdom
537240,2,06/12/10 10:08,1.66,,United Kingdom
537240,4,06/12/10 10:08,5.06,,United Kingdom
537240,1,06/12/10 10:08,12.72,,United Kingdom
537240,1,06/12/10 10:08,13.57,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,2,06/12/10 10:08,1.28,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,2,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,5,06/12/10 10:08,7.62,,United Kingdom
537240,4,06/12/10 10:08,7.62,,United Kingdom
537240,9,06/12/10 10:08,3.36,,United Kingdom
537240,3,06/12/10 10:08,4.21,,United Kingdom
537240,6,06/12/10 10:08,0.21,,United Kingdom
537240,2,06/12/10 10:08,5.06,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,7.62,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,1,06/12/10 10:08,0.85,,United Kingdom
537240,1,06/12/10 10:08,0.85,,United Kingdom
537240,1,06/12/10 10:08,1.69,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,12.72,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,3,06/12/10 10:08,2.51,,United Kingdom
537240,4,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,16.98,,United Kingdom
537240,2,06/12/10 10:08,3.36,,United Kingdom
537240,2,06/12/10 10:08,3.36,,United Kingdom
537240,4,06/12/10 10:08,4.21,,United Kingdom
537240,6,06/12/10 10:08,1.84,,United Kingdom
537240,95,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,8.47,,United Kingdom
537240,3,06/12/10 10:08,2.13,,United Kingdom
537240,3,06/12/10 10:08,2.13,,United Kingdom
537240,2,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,2.98,,United Kingdom
537240,3,06/12/10 10:08,2.98,,United Kingdom
537240,2,06/12/10 10:08,1.28,,United Kingdom
537240,2,06/12/10 10:08,7.62,,United Kingdom
537240,1,06/12/10 10:08,12.72,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,3,06/12/10 10:08,1.66,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,3,06/12/10 10:08,2.51,,United Kingdom
537240,2,06/12/10 10:08,1.66,,United Kingdom
537240,5,06/12/10 10:08,2.51,,United Kingdom
537240,2,06/12/10 10:08,25.49,,United Kingdom
537240,4,06/12/10 10:08,4.21,,United Kingdom
537240,2,06/12/10 10:08,4.21,,United Kingdom
537240,12,06/12/10 10:08,1.66,,United Kingdom
537240,9,06/12/10 10:08,5.91,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,8,06/12/10 10:08,0.85,,United Kingdom
537240,9,06/12/10 10:08,0.85,,United Kingdom
537240,7,06/12/10 10:08,0.85,,United Kingdom
537240,2,06/12/10 10:08,0.85,,United Kingdom
537240,2,06/12/10 10:08,8.47,,United Kingdom
537240,1,06/12/10 10:08,5.06,,United Kingdom
537240,1,06/12/10 10:08,11.02,,United Kingdom
537240,1,06/12/10 10:08,13.57,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,9.32,,United Kingdom
537240,7,06/12/10 10:08,0.84,,United Kingdom
537240,5,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,1.66,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,4,06/12/10 10:08,9.34,,United Kingdom
537240,1,06/12/10 10:08,4.24,,United Kingdom
537240,1,06/12/10 10:08,3.81,,United Kingdom
537240,1,06/12/10 10:08,11.05,,United Kingdom
537240,1,06/12/10 10:08,1.69,,United Kingdom
537240,3,06/12/10 10:08,1.26,,United Kingdom
537240,1,06/12/10 10:08,5.09,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,2.54,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,2.96,,United Kingdom
537240,1,06/12/10 10:08,2.96,,United Kingdom
537240,1,06/12/10 10:08,5.09,,United Kingdom
537240,2,06/12/10 10:08,4.24,,United Kingdom
537240,1,06/12/10 10:08,4.24,,United Kingdom
537240,1,06/12/10 10:08,940.87,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,5.91,,United Kingdom
537240,1,06/12/10 10:08,0.43,,United Kingdom
537240,1,06/12/10 10:08,0.43,,United Kingdom
537240,2,06/12/10 10:08,0.43,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,2,06/12/10 10:08,5.91,,United Kingdom
537240,1,06/12/10 10:08,6.77,,United Kingdom
537240,3,06/12/10 10:08,6.77,,United Kingdom
537240,1,06/12/10 10:08,6.77,,United Kingdom
537240,1,06/12/10 10:08,5.06,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,4,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,1.66,,United Kingdom
537240,2,06/12/10 10:08,4.21,,United Kingdom
537240,2,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,0.85,,United Kingdom
537240,1,06/12/10 10:08,1.66,,United Kingdom
537240,1,06/12/10 10:08,7.62,,United Kingdom
537240,4,06/12/10 10:08,3.36,,United Kingdom
537240,1,06/12/10 10:08,2.51,,United Kingdom
537240,1,06/12/10 10:08,4.21,,United Kingdom
537240,1,06/12/10 10:08,12.72,,United Kingdom
537240,3,06/12/10 10:08,5.95,,United Kingdom
537240,3,06/12/10 10:08,5.95,,United Kingdom
537240,9,06/12/10 10:08,1.95,,United Kingdom
537241,9,06/12/10 10:18,4.95,14293,United Kingdom
537241,9,06/12/10 10:18,4.95,14293,United Kingdom
537241,8,06/12/10 10:18,4.65,14293,United Kingdom
537241,6,06/12/10 10:18,2.95,14293,United Kingdom
537241,24,06/12/10 10:18,0.18,14293,United Kingdom
537241,12,06/12/10 10:18,0.85,14293,United Kingdom
537241,12,06/12/10 10:18,2.1,14293,United Kingdom
537241,12,06/12/10 10:18,2.1,14293,United Kingdom
537241,12,06/12/10 10:18,2.1,14293,United Kingdom
537241,12,06/12/10 10:18,2.1,14293,United Kingdom
537241,12,06/12/10 10:18,1.25,14293,United Kingdom
537241,12,06/12/10 10:18,2.95,14293,United Kingdom
537241,8,06/12/10 10:18,2.55,14293,United Kingdom
537241,12,06/12/10 10:18,1.45,14293,United Kingdom
537241,12,06/12/10 10:18,1.45,14293,United Kingdom
537242,24,06/12/10 10:19,0.29,14748,United Kingdom
537242,24,06/12/10 10:19,0.29,14748,United Kingdom
537242,24,06/12/10 10:19,0.29,14748,United Kingdom
537242,4,06/12/10 10:19,3.75,14748,United Kingdom
537242,4,06/12/10 10:19,4.25,14748,United Kingdom
537242,12,06/12/10 10:19,0.85,14748,United Kingdom
537242,12,06/12/10 10:19,0.42,14748,United Kingdom
537242,8,06/12/10 10:19,2.1,14748,United Kingdom
537242,12,06/12/10 10:19,1.45,14748,United Kingdom
537242,12,06/12/10 10:19,2.1,14748,United Kingdom
537242,6,06/12/10 10:19,2.55,14748,United Kingdom
537242,6,06/12/10 10:19,2.55,14748,United Kingdom
537242,6,06/12/10 10:19,2.95,14748,United Kingdom
537242,6,06/12/10 10:19,2.95,14748,United Kingdom
537242,9,06/12/10 10:19,1.45,14748,United Kingdom
537242,6,06/12/10 10:19,2.95,14748,United Kingdom
537242,2,06/12/10 10:19,7.95,14748,United Kingdom
537242,2,06/12/10 10:19,7.95,14748,United Kingdom
537242,6,06/12/10 10:19,2.1,14748,United Kingdom
537242,6,06/12/10 10:19,2.95,14748,United Kingdom
537242,12,06/12/10 10:19,0.85,14748,United Kingdom
537242,12,06/12/10 10:19,0.85,14748,United Kingdom
537242,12,06/12/10 10:19,0.85,14748,United Kingdom
537242,12,06/12/10 10:19,0.85,14748,United Kingdom
537242,12,06/12/10 10:19,0.85,14748,United Kingdom
537242,12,06/12/10 10:19,1.65,14748,United Kingdom
537242,12,06/12/10 10:19,2.1,14748,United Kingdom
537242,4,06/12/10 10:19,3.75,14748,United Kingdom
537242,3,06/12/10 10:19,4.95,14748,United Kingdom
537243,12,06/12/10 10:19,2.1,16638,United Kingdom
537243,12,06/12/10 10:19,2.1,16638,United Kingdom
537244,12,06/12/10 10:20,0.42,17674,United Kingdom
537244,25,06/12/10 10:20,0.42,17674,United Kingdom
537244,12,06/12/10 10:20,0.42,17674,United Kingdom
537244,12,06/12/10 10:20,0.42,17674,United Kingdom
537244,12,06/12/10 10:20,0.42,17674,United Kingdom
537244,72,06/12/10 10:20,0.72,17674,United Kingdom
537244,12,06/12/10 10:20,0.42,17674,United Kingdom
537244,144,06/12/10 10:20,1.06,17674,United Kingdom
537244,12,06/12/10 10:20,0.42,17674,United Kingdom
537244,24,06/12/10 10:20,2.1,17674,United Kingdom
537244,12,06/12/10 10:20,0.42,17674,United Kingdom
537245,12,06/12/10 10:24,1.65,14748,United Kingdom
537245,12,06/12/10 10:24,2.1,14748,United Kingdom
537245,24,06/12/10 10:24,0.55,14748,United Kingdom
537246,6,06/12/10 10:27,1.95,12808,Portugal
537246,6,06/12/10 10:27,2.95,12808,Portugal
537246,10,06/12/10 10:27,1.95,12808,Portugal
537246,10,06/12/10 10:27,1.95,12808,Portugal
537246,10,06/12/10 10:27,1.65,12808,Portugal
537246,10,06/12/10 10:27,1.65,12808,Portugal
537246,1,06/12/10 10:27,28,12808,Portugal
537247,48,06/12/10 10:34,1.48,13094,United Kingdom
537247,72,06/12/10 10:34,1.06,13094,United Kingdom
537247,72,06/12/10 10:34,1.06,13094,United Kingdom
537248,1,06/12/10 10:36,12.75,15899,United Kingdom
537248,6,06/12/10 10:36,1.65,15899,United Kingdom
537248,16,06/12/10 10:36,0.85,15899,United Kingdom
537248,16,06/12/10 10:36,1.25,15899,United Kingdom
537249,20,06/12/10 10:38,1.65,16955,United Kingdom
537250,4,06/12/10 10:43,4.25,12708,Germany
537250,4,06/12/10 10:43,4.95,12708,Germany
537250,6,06/12/10 10:43,2.95,12708,Germany
537250,8,06/12/10 10:43,1.25,12708,Germany
537250,8,06/12/10 10:43,0.85,12708,Germany
537250,8,06/12/10 10:43,1.25,12708,Germany
537250,8,06/12/10 10:43,0.85,12708,Germany
537250,8,06/12/10 10:43,1.69,12708,Germany
537250,8,06/12/10 10:43,1.69,12708,Germany
537250,6,06/12/10 10:43,2.55,12708,Germany
537250,10,06/12/10 10:43,1.65,12708,Germany
537250,6,06/12/10 10:43,2.95,12708,Germany
537250,4,06/12/10 10:43,3.45,12708,Germany
537250,1,06/12/10 10:43,18,12708,Germany
C537251,-2,06/12/10 10:45,4.25,,United Kingdom
C537251,-8,06/12/10 10:45,1.25,,United Kingdom
C537251,-2,06/12/10 10:45,2.95,,United Kingdom
C537251,-5,06/12/10 10:45,1.25,,United Kingdom
C537251,-3,06/12/10 10:45,1.25,,United Kingdom
C537251,-6,06/12/10 10:45,2.1,,United Kingdom
C537251,-8,06/12/10 10:45,2.95,,United Kingdom
C537251,-4,06/12/10 10:45,2.95,,United Kingdom
C537251,-4,06/12/10 10:45,1.25,,United Kingdom
C537251,-9,06/12/10 10:45,2.55,,United Kingdom
C537251,-4,06/12/10 10:45,2.1,,United Kingdom
C537251,-6,06/12/10 10:45,4.95,,United Kingdom
C537251,-7,06/12/10 10:45,0.85,,United Kingdom
C537251,-2,06/12/10 10:45,2.95,,United Kingdom
C537251,-5,06/12/10 10:45,4.25,,United Kingdom
C537251,-8,06/12/10 10:45,2.1,,United Kingdom
C537251,-2,06/12/10 10:45,2.95,,United Kingdom
C537251,-11,06/12/10 10:45,0.42,,United Kingdom
C537251,-4,06/12/10 10:45,1.25,,United Kingdom
C537251,-3,06/12/10 10:45,1.95,,United Kingdom
537252,31,06/12/10 10:46,0.85,,United Kingdom
537253,6,06/12/10 10:53,1.95,,United Kingdom
537253,29,06/12/10 10:53,0.85,,United Kingdom
537253,6,06/12/10 10:53,1.25,,United Kingdom
537253,11,06/12/10 10:53,0.42,,United Kingdom
537253,4,06/12/10 10:53,2.95,,United Kingdom
537253,10,06/12/10 10:53,2.1,,United Kingdom
537253,6,06/12/10 10:53,4.25,,United Kingdom
537253,6,06/12/10 10:53,2.95,,United Kingdom
537253,6,06/12/10 10:53,2.95,,United Kingdom
537253,12,06/12/10 10:53,0.85,,United Kingdom
537253,8,06/12/10 10:53,4.95,,United Kingdom
537253,6,06/12/10 10:53,2.1,,United Kingdom
537253,12,06/12/10 10:53,2.55,,United Kingdom
537253,8,06/12/10 10:53,1.25,,United Kingdom
537253,4,06/12/10 10:53,2.95,,United Kingdom
537253,12,06/12/10 10:53,2.95,,United Kingdom
537253,6,06/12/10 10:53,2.1,,United Kingdom
537253,1,06/12/10 10:53,1.25,,United Kingdom
537253,6,06/12/10 10:53,1.25,,United Kingdom
537253,4,06/12/10 10:53,1.65,,United Kingdom
537253,2,06/12/10 10:53,1.25,,United Kingdom
537253,2,06/12/10 10:53,2.95,,United Kingdom
537253,8,06/12/10 10:53,1.25,,United Kingdom
537253,3,06/12/10 10:53,4.25,,United Kingdom
537254,2,06/12/10 11:01,2.1,15898,United Kingdom
537254,1,06/12/10 11:01,4.95,15898,United Kingdom
537254,12,06/12/10 11:01,0.85,15898,United Kingdom
537254,3,06/12/10 11:01,1.95,15898,United Kingdom
537254,1,06/12/10 11:01,15.95,15898,United Kingdom
537254,1,06/12/10 11:01,1.25,15898,United Kingdom
537254,2,06/12/10 11:01,1.45,15898,United Kingdom
537254,6,06/12/10 11:01,1.65,15898,United Kingdom
537254,6,06/12/10 11:01,1.65,15898,United Kingdom
537254,2,06/12/10 11:01,1.25,15898,United Kingdom
537254,4,06/12/10 11:01,1.95,15898,United Kingdom
537254,6,06/12/10 11:01,0.85,15898,United Kingdom
537254,1,06/12/10 11:01,0.65,15898,United Kingdom
537254,6,06/12/10 11:01,1.25,15898,United Kingdom
537254,1,06/12/10 11:01,4.95,15898,United Kingdom
537254,2,06/12/10 11:01,2.1,15898,United Kingdom
537254,1,06/12/10 11:01,8.5,15898,United Kingdom
537254,3,06/12/10 11:01,1.45,15898,United Kingdom
537254,2,06/12/10 11:01,3.75,15898,United Kingdom
537254,2,06/12/10 11:01,4.25,15898,United Kingdom
537254,1,06/12/10 11:01,10.95,15898,United Kingdom
537254,2,06/12/10 11:01,3.75,15898,United Kingdom
537254,2,06/12/10 11:01,3.75,15898,United Kingdom
537254,3,06/12/10 11:01,3.75,15898,United Kingdom
537254,12,06/12/10 11:01,0.42,15898,United Kingdom
537254,12,06/12/10 11:01,0.42,15898,United Kingdom
537254,12,06/12/10 11:01,0.42,15898,United Kingdom
537254,12,06/12/10 11:01,0.42,15898,United Kingdom
537254,3,06/12/10 11:01,1.65,15898,United Kingdom
537254,1,06/12/10 11:01,1.65,15898,United Kingdom
537254,2,06/12/10 11:01,0.65,15898,United Kingdom
537254,4,06/12/10 11:01,0.65,15898,United Kingdom
537254,1,06/12/10 11:01,3.75,15898,United Kingdom
537254,1,06/12/10 11:01,3.75,15898,United Kingdom
537254,5,06/12/10 11:01,1.65,15898,United Kingdom
537254,3,06/12/10 11:01,0.85,15898,United Kingdom
537254,2,06/12/10 11:01,2.95,15898,United Kingdom
537254,2,06/12/10 11:01,4.65,15898,United Kingdom
537254,4,06/12/10 11:01,3.75,15898,United Kingdom
537254,2,06/12/10 11:01,3.75,15898,United Kingdom
537254,3,06/12/10 11:01,4.95,15898,United Kingdom
537254,2,06/12/10 11:01,4.95,15898,United Kingdom
537254,2,06/12/10 11:01,4.95,15898,United Kingdom
537254,2,06/12/10 11:01,3.75,15898,United Kingdom
537254,1,06/12/10 11:01,5.95,15898,United Kingdom
537254,2,06/12/10 11:01,1.25,15898,United Kingdom
537254,24,06/12/10 11:01,0.42,15898,United Kingdom
537254,1,06/12/10 11:01,0.85,15898,United Kingdom
537254,1,06/12/10 11:01,0.85,15898,United Kingdom
537254,1,06/12/10 11:01,0.85,15898,United Kingdom
537254,1,06/12/10 11:01,0.85,15898,United Kingdom
537254,2,06/12/10 11:01,1.25,15898,United Kingdom
537254,1,06/12/10 11:01,2.55,15898,United Kingdom
537254,1,06/12/10 11:01,2.55,15898,United Kingdom
537254,4,06/12/10 11:01,4.25,15898,United Kingdom
537254,6,06/12/10 11:01,4.25,15898,United Kingdom
537254,1,06/12/10 11:01,2.55,15898,United Kingdom
537254,3,06/12/10 11:01,3.75,15898,United Kingdom
537254,2,06/12/10 11:01,2.1,15898,United Kingdom
537255,5,06/12/10 11:03,2.1,14443,United Kingdom
537255,5,06/12/10 11:03,2.1,14443,United Kingdom
537255,3,06/12/10 11:03,4.95,14443,United Kingdom
537255,12,06/12/10 11:03,1.25,14443,United Kingdom
537255,12,06/12/10 11:03,1.65,14443,United Kingdom
537255,12,06/12/10 11:03,1.65,14443,United Kingdom
537255,6,06/12/10 11:03,2.1,14443,United Kingdom
537255,6,06/12/10 11:03,2.95,14443,United Kingdom
537255,10,06/12/10 11:03,1.25,14443,United Kingdom
537255,4,06/12/10 11:03,3.75,14443,United Kingdom
537255,4,06/12/10 11:03,4.65,14443,United Kingdom
537255,4,06/12/10 11:03,3.75,14443,United Kingdom
537255,12,06/12/10 11:03,1.25,14443,United Kingdom
537255,12,06/12/10 11:03,1.25,14443,United Kingdom
537255,12,06/12/10 11:03,1.65,14443,United Kingdom
537255,25,06/12/10 11:03,0.42,14443,United Kingdom
537255,6,06/12/10 11:03,2.1,14443,United Kingdom
537255,4,06/12/10 11:03,4.25,14443,United Kingdom
537255,4,06/12/10 11:03,4.25,14443,United Kingdom
537255,5,06/12/10 11:03,2.95,14443,United Kingdom
537256,480,06/12/10 11:06,3.39,16210,United Kingdom
537256,48,06/12/10 11:06,2.1,16210,United Kingdom
537256,10,06/12/10 11:06,6.75,16210,United Kingdom
537256,96,06/12/10 11:06,1.85,16210,United Kingdom
537256,96,06/12/10 11:06,1.85,16210,United Kingdom
537256,6,06/12/10 11:06,2.95,16210,United Kingdom
537256,12,06/12/10 11:06,1.25,16210,United Kingdom
537256,12,06/12/10 11:06,2.1,16210,United Kingdom
537256,12,06/12/10 11:06,2.1,16210,United Kingdom
537256,12,06/12/10 11:06,1.25,16210,United Kingdom
537256,12,06/12/10 11:06,1.25,16210,United Kingdom
537257,6,06/12/10 11:10,2.95,17691,United Kingdom
537257,6,06/12/10 11:10,2.95,17691,United Kingdom
537257,2,06/12/10 11:10,6.35,17691,United Kingdom
537257,6,06/12/10 11:10,2.95,17691,United Kingdom
537257,2,06/12/10 11:10,7.95,17691,United Kingdom
537257,12,06/12/10 11:10,1.45,17691,United Kingdom
537257,10,06/12/10 11:10,1.25,17691,United Kingdom
537257,12,06/12/10 11:10,1.25,17691,United Kingdom
537257,2,06/12/10 11:10,7.95,17691,United Kingdom
537258,1,06/12/10 11:16,0.95,17227,United Kingdom
537258,1,06/12/10 11:16,2.95,17227,United Kingdom
537258,19,06/12/10 11:16,2.1,17227,United Kingdom
537258,6,06/12/10 11:16,1.25,17227,United Kingdom
537258,1,06/12/10 11:16,0.85,17227,United Kingdom
537258,5,06/12/10 11:16,0.55,17227,United Kingdom
537258,2,06/12/10 11:16,0.85,17227,United Kingdom
537258,32,06/12/10 11:16,0.85,17227,United Kingdom
537258,9,06/12/10 11:16,1.25,17227,United Kingdom
537258,16,06/12/10 11:16,2.95,17227,United Kingdom
537262,100,06/12/10 11:26,0.72,15039,United Kingdom
537262,24,06/12/10 11:26,3.39,15039,United Kingdom
537262,1,06/12/10 11:26,9.95,15039,United Kingdom
537262,12,06/12/10 11:26,4.95,15039,United Kingdom
537262,8,06/12/10 11:26,2.95,15039,United Kingdom
537262,2,06/12/10 11:26,7.95,15039,United Kingdom
537262,1,06/12/10 11:26,6.75,15039,United Kingdom
537262,1,06/12/10 11:26,1.45,15039,United Kingdom
537262,1,06/12/10 11:26,1.45,15039,United Kingdom
537262,1,06/12/10 11:26,1.45,15039,United Kingdom
537262,1,06/12/10 11:26,1.45,15039,United Kingdom
537262,2,06/12/10 11:26,12.75,15039,United Kingdom
537262,1,06/12/10 11:26,2.1,15039,United Kingdom
537262,2,06/12/10 11:26,1.25,15039,United Kingdom
537262,2,06/12/10 11:26,1.25,15039,United Kingdom
537262,2,06/12/10 11:26,1.25,15039,United Kingdom
537262,2,06/12/10 11:26,1.25,15039,United Kingdom
537262,2,06/12/10 11:26,1.25,15039,United Kingdom
537262,1,06/12/10 11:26,1.25,15039,United Kingdom
537262,1,06/12/10 11:26,3.75,15039,United Kingdom
537262,4,06/12/10 11:26,1.45,15039,United Kingdom
537262,6,06/12/10 11:26,1.45,15039,United Kingdom
537262,2,06/12/10 11:26,3.75,15039,United Kingdom
537262,2,06/12/10 11:26,3.75,15039,United Kingdom
537262,2,06/12/10 11:26,3.75,15039,United Kingdom
537262,3,06/12/10 11:26,2.1,15039,United Kingdom
537262,3,06/12/10 11:26,2.1,15039,United Kingdom
537262,4,06/12/10 11:26,2.1,15039,United Kingdom
537262,2,06/12/10 11:26,2.1,15039,United Kingdom
537262,2,06/12/10 11:26,2.95,15039,United Kingdom
537262,2,06/12/10 11:26,2.1,15039,United Kingdom
537262,8,06/12/10 11:26,2.95,15039,United Kingdom
537262,1,06/12/10 11:26,3.95,15039,United Kingdom
537262,2,06/12/10 11:26,5.95,15039,United Kingdom
537262,1,06/12/10 11:26,3.25,15039,United Kingdom
537262,3,06/12/10 11:26,0.55,15039,United Kingdom
537262,10,06/12/10 11:26,1.95,15039,United Kingdom
537262,10,06/12/10 11:26,1.95,15039,United Kingdom
537262,2,06/12/10 11:26,1.25,15039,United Kingdom
537262,10,06/12/10 11:26,1.95,15039,United Kingdom
537262,1,06/12/10 11:26,1.95,15039,United Kingdom
537262,2,06/12/10 11:26,2.95,15039,United Kingdom
537262,1,06/12/10 11:26,1.95,15039,United Kingdom
537262,1,06/12/10 11:26,1.95,15039,United Kingdom
